@RELATION badges2

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE length NUMERIC
@ATTRIBUTE even_odd {0, 1}
@ATTRIBUTE first_char_vowel {0, 1}
@ATTRIBUTE second_char_vowel {0, 1}
@ATTRIBUTE vowels NUMERIC
@ATTRIBUTE consonants NUMERIC
@ATTRIBUTE vowel_consonant_ratio NUMERIC
@ATTRIBUTE spaces NUMERIC
@ATTRIBUTE dots NUMERIC
@ATTRIBUTE words NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE class {-, +}

@DATA
1.0,15.0,0,1,1,7.0,7.0,1.0,1.0,0.0,2.0,0.41666666666666663,+
2.0,20.0,1,1,0,6.0,11.0,0.55,2.0,1.0,3.0,0.36751427088738975,-
3.0,12.0,1,1,0,4.0,7.0,0.57,1.0,0.0,2.0,0.4767729521715228,-
4.0,11.0,0,1,0,6.0,4.0,1.5,1.0,0.0,2.0,0.7833333333333333,-
5.0,15.0,0,1,0,5.0,7.0,0.71,2.0,1.0,3.0,0.532051282051282,-
7.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.49183006535947715,-
8.0,13.0,0,1,0,4.0,8.0,0.5,1.0,0.0,2.0,0.7103825136612021,-
9.0,18.0,1,1,0,8.0,9.0,0.89,1.0,0.0,2.0,0.4916827852998066,-
11.0,16.0,1,1,0,6.0,9.0,0.67,1.0,0.0,2.0,0.5166666666666667,-
12.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.4767729521715228,-
13.0,16.0,1,1,0,8.0,7.0,1.14,1.0,0.0,2.0,0.5833333333333334,-
14.0,12.0,1,1,1,6.0,5.0,1.2,1.0,0.0,2.0,0.3113475177304964,+
15.0,10.0,1,1,0,3.0,6.0,0.5,1.0,0.0,2.0,0.5833333333333334,-
16.0,20.0,1,0,1,8.0,11.0,0.73,1.0,0.0,2.0,0.45517241379310347,+
17.0,20.0,1,0,1,7.0,10.0,0.7,2.0,1.0,3.0,0.45517241379310347,+
19.0,16.0,1,0,0,5.0,10.0,0.5,1.0,0.0,2.0,0.4553191489361702,-
20.0,10.0,1,0,1,2.0,7.0,0.29,1.0,0.0,2.0,0.3589665653495441,+
21.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.2666666666666667,+
22.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.2666666666666667,+
24.0,17.0,0,0,0,5.0,9.0,0.56,2.0,1.0,3.0,0.65,-
27.0,13.0,0,0,1,2.0,8.0,0.25,2.0,1.0,3.0,0.4348370927318296,+
28.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.3265421618562535,+
29.0,15.0,0,0,0,3.0,9.0,0.33,2.0,1.0,3.0,0.5113636363636364,-
30.0,12.0,1,0,0,2.0,7.0,0.29,2.0,1.0,3.0,0.6153846153846154,-
32.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.7222222222222222,-
33.0,14.0,1,0,0,3.0,10.0,0.3,1.0,0.0,2.0,0.5602836879432624,-
35.0,13.0,0,0,0,6.0,6.0,1.0,1.0,0.0,2.0,0.7166666666666667,-
36.0,19.0,0,0,0,6.0,11.0,0.55,2.0,0.0,3.0,0.5219858156028369,-
37.0,13.0,0,0,0,5.0,7.0,0.71,1.0,0.0,2.0,0.6388888888888888,-
38.0,19.0,0,0,0,8.0,10.0,0.8,1.0,0.0,2.0,0.4916827852998066,-
39.0,14.0,1,0,0,4.0,9.0,0.44,1.0,0.0,2.0,0.41742654508611954,-
40.0,20.0,1,0,0,6.0,13.0,0.46,1.0,0.0,2.0,0.36751427088738975,-
41.0,17.0,0,0,0,7.0,9.0,0.78,1.0,0.0,2.0,0.4916827852998066,-
42.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.24348958333333331,+
44.0,8.0,1,0,1,2.0,5.0,0.4,1.0,0.0,2.0,0.23291614518147685,+
45.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.2161094224924012,+
48.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.3551724137931035,+
49.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.3265421618562535,+
50.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.22529644268774704,+
51.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.3265421618562535,+
52.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.21968085106382979,+
53.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.1656389348961651,+
54.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.35875,+
55.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.16015625,+
56.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.39338235294117646,+
58.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.22529644268774704,+
59.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.3551724137931035,+
62.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.38245614035087716,+
63.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.34912280701754383,+
65.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.1656389348961651,+
66.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.5404984423676013,-
67.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.16015625,+
68.0,18.0,1,1,1,4.0,9.0,0.44,3.0,2.0,4.0,0.4722222222222222,+
69.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.4767729521715228,-
70.0,12.0,1,1,0,4.0,7.0,0.57,1.0,0.0,2.0,0.4767729521715228,-
71.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.5404984423676013,-
72.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.49183006535947715,-
