@RELATION badges2

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE length NUMERIC
@ATTRIBUTE even_odd {0, 1}
@ATTRIBUTE first_char_vowel {0, 1}
@ATTRIBUTE second_char_vowel {0, 1}
@ATTRIBUTE vowels NUMERIC
@ATTRIBUTE consonants NUMERIC
@ATTRIBUTE vowel_consonant_ratio NUMERIC
@ATTRIBUTE spaces NUMERIC
@ATTRIBUTE dots NUMERIC
@ATTRIBUTE words NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE class {-, +}

@DATA
1.0,15.0,0,1,1,7.0,7.0,1.0,1.0,0.0,2.0,0.4068627450980392,+
2.0,20.0,1,1,0,6.0,11.0,0.55,2.0,1.0,3.0,0.48670212765957444,-
3.0,12.0,1,1,0,4.0,7.0,0.57,1.0,0.0,2.0,0.4473684210526315,-
6.0,12.0,1,1,0,2.0,7.0,0.29,2.0,1.0,3.0,0.5426065162907268,-
7.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.6985645933014354,-
8.0,13.0,0,1,0,4.0,8.0,0.5,1.0,0.0,2.0,0.6759398496240601,-
10.0,16.0,1,1,0,8.0,7.0,1.14,1.0,0.0,2.0,0.6117021276595744,-
11.0,16.0,1,1,0,6.0,9.0,0.67,1.0,0.0,2.0,0.6117021276595744,-
13.0,16.0,1,1,0,8.0,7.0,1.14,1.0,0.0,2.0,0.6117021276595744,-
14.0,12.0,1,1,1,6.0,5.0,1.2,1.0,0.0,2.0,0.31746031746031744,+
16.0,20.0,1,0,1,8.0,11.0,0.73,1.0,0.0,2.0,0.4928571428571429,+
17.0,20.0,1,0,1,7.0,10.0,0.7,2.0,1.0,3.0,0.4928571428571429,+
18.0,19.0,0,0,1,5.0,13.0,0.38,1.0,0.0,2.0,0.5761904761904763,+
19.0,16.0,1,0,0,5.0,10.0,0.5,1.0,0.0,2.0,0.4617021276595744,-
20.0,10.0,1,0,1,2.0,7.0,0.29,1.0,0.0,2.0,0.35258358662613976,+
21.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.4160756501182033,+
22.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.4160756501182033,+
23.0,20.0,1,0,0,5.0,12.0,0.42,2.0,1.0,3.0,0.48670212765957444,-
25.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.37593984962406013,-
26.0,18.0,1,0,0,6.0,9.0,0.67,2.0,1.0,3.0,0.625,-
27.0,13.0,0,0,1,2.0,8.0,0.25,2.0,1.0,3.0,0.38111888111888115,+
29.0,15.0,0,0,0,3.0,9.0,0.33,2.0,1.0,3.0,0.5416666666666666,-
30.0,12.0,1,0,0,2.0,7.0,0.29,2.0,1.0,3.0,0.5426065162907268,-
31.0,14.0,1,0,0,5.0,8.0,0.62,1.0,0.0,2.0,0.6785714285714286,-
32.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.5759398496240602,-
34.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.5759398496240602,-
35.0,13.0,0,0,0,6.0,6.0,1.0,1.0,0.0,2.0,0.7478070175438596,-
36.0,19.0,0,0,0,6.0,11.0,0.55,2.0,0.0,3.0,0.5283687943262411,-
38.0,19.0,0,0,0,8.0,10.0,0.8,1.0,0.0,2.0,0.5283687943262411,-
39.0,14.0,1,0,0,4.0,9.0,0.44,1.0,0.0,2.0,0.38269230769230766,-
42.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.2450980392156863,+
43.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.18518518518518517,+
46.0,8.0,1,0,1,3.0,4.0,0.75,1.0,0.0,2.0,0.4160756501182033,+
47.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.2450980392156863,+
49.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.41666666666666663,+
50.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.2619047619047619,+
51.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.42727272727272725,+
52.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.2782978723404255,+
53.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.18518518518518517,+
54.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.4017857142857143,+
55.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.3358516483516483,+
