@RELATION badges2

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE length NUMERIC
@ATTRIBUTE even_odd {0, 1}
@ATTRIBUTE first_char_vowel {0, 1}
@ATTRIBUTE second_char_vowel {0, 1}
@ATTRIBUTE vowels NUMERIC
@ATTRIBUTE consonants NUMERIC
@ATTRIBUTE vowel_consonant_ratio NUMERIC
@ATTRIBUTE spaces NUMERIC
@ATTRIBUTE dots NUMERIC
@ATTRIBUTE words NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE class {-, +}

@DATA
2.0,20.0,1,1,0,6.0,11.0,0.55,2.0,1.0,3.0,0.39929078014184394,-
4.0,11.0,0,1,0,6.0,4.0,1.5,1.0,0.0,2.0,0.65625,-
5.0,15.0,0,1,0,5.0,7.0,0.71,2.0,1.0,3.0,0.5376344086021505,-
6.0,12.0,1,1,0,2.0,7.0,0.29,2.0,1.0,3.0,0.6090225563909775,-
7.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.49001536098310294,-
8.0,13.0,0,1,0,4.0,8.0,0.5,1.0,0.0,2.0,0.7484472049689441,-
9.0,18.0,1,1,0,8.0,9.0,0.89,1.0,0.0,2.0,0.7232142857142857,-
10.0,16.0,1,1,0,8.0,7.0,1.14,1.0,0.0,2.0,0.7232142857142857,-
11.0,16.0,1,1,0,6.0,9.0,0.67,1.0,0.0,2.0,0.49642857142857144,-
12.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.5137844611528822,-
14.0,12.0,1,1,1,6.0,5.0,1.2,1.0,0.0,2.0,0.31884057971014496,+
15.0,10.0,1,1,0,3.0,6.0,0.5,1.0,0.0,2.0,0.5357142857142857,-
16.0,20.0,1,0,1,8.0,11.0,0.73,1.0,0.0,2.0,0.3855072463768116,+
17.0,20.0,1,0,1,7.0,10.0,0.7,2.0,1.0,3.0,0.2529239766081871,+
18.0,19.0,0,0,1,5.0,13.0,0.38,1.0,0.0,2.0,0.7916666666666667,+
19.0,16.0,1,0,0,5.0,10.0,0.5,1.0,0.0,2.0,0.49642857142857144,-
20.0,10.0,1,0,1,2.0,7.0,0.29,1.0,0.0,2.0,0.2340425531914894,+
21.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.4340425531914894,+
22.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.4340425531914894,+
23.0,20.0,1,0,0,5.0,12.0,0.42,2.0,1.0,3.0,0.39929078014184394,-
24.0,17.0,0,0,0,5.0,9.0,0.56,2.0,1.0,3.0,0.5666666666666667,-
25.0,12.0,1,0,0,4.0,7.0,0.57,1.0,0.0,2.0,0.5137844611528822,-
26.0,18.0,1,0,0,6.0,9.0,0.67,2.0,1.0,3.0,0.6590909090909091,-
28.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.2669535732916014,+
31.0,14.0,1,0,0,5.0,8.0,0.62,1.0,0.0,2.0,0.7472527472527473,-
32.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.5137844611528822,-
33.0,14.0,1,0,0,3.0,10.0,0.3,1.0,0.0,2.0,0.6185770750988142,-
34.0,12.0,1,0,0,3.0,8.0,0.38,1.0,0.0,2.0,0.5137844611528822,-
35.0,13.0,0,0,0,6.0,6.0,1.0,1.0,0.0,2.0,0.6709677419354838,-
37.0,13.0,0,0,0,5.0,7.0,0.71,1.0,0.0,2.0,0.6209677419354839,-
38.0,19.0,0,0,0,8.0,10.0,0.8,1.0,0.0,2.0,0.6031746031746031,-
39.0,14.0,1,0,0,4.0,9.0,0.44,1.0,0.0,2.0,0.6185770750988142,-
40.0,20.0,1,0,0,6.0,13.0,0.46,1.0,0.0,2.0,0.39929078014184394,-
41.0,17.0,0,0,0,7.0,9.0,0.78,1.0,0.0,2.0,0.49642857142857144,-
43.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.23287976249381498,+
44.0,8.0,1,0,1,2.0,5.0,0.4,1.0,0.0,2.0,0.4340425531914894,+
45.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.31884057971014496,+
46.0,8.0,1,0,1,3.0,4.0,0.75,1.0,0.0,2.0,0.4340425531914894,+
47.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.20284510010537407,+
48.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.19093851132686085,+
49.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.2669535732916014,+
50.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.37717391304347825,+
51.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.2669535732916014,+
53.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.23287976249381498,+
54.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.40336134453781514,+
55.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.14583333333333331,+
56.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.34681372549019607,+
57.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.19093851132686085,+
58.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.37717391304347825,+
59.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.27142857142857146,+
60.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.31884057971014496,+
61.0,12.0,1,0,1,4.0,5.0,0.8,2.0,1.0,3.0,0.4666666666666667,+
62.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.2669535732916014,+
63.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.2669535732916014,+
64.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.33333333333333337,+
65.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.300709219858156,+
67.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.14583333333333331,+
68.0,18.0,1,1,1,4.0,9.0,0.44,3.0,2.0,4.0,0.6333333333333333,+
69.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.5137844611528822,-
71.0,11.0,0,1,0,4.0,6.0,0.67,1.0,0.0,2.0,0.5614035087719298,-
72.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.49001536098310294,-
73.0,13.0,0,1,0,5.0,7.0,0.71,1.0,0.0,2.0,0.5376344086021505,-
74.0,9.0,0,1,0,4.0,4.0,1.0,1.0,0.0,2.0,0.65625,-
76.0,16.0,1,0,1,7.0,8.0,0.88,1.0,0.0,2.0,0.3666666666666667,+
77.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.4166666666666667,+
78.0,17.0,0,0,1,4.0,10.0,0.4,2.0,1.0,3.0,0.35,+
79.0,13.0,0,0,0,3.0,9.0,0.33,1.0,0.0,2.0,0.8035714285714286,-
80.0,14.0,1,0,1,3.0,8.0,0.38,2.0,1.0,3.0,0.3039906103286385,+
81.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.23287976249381498,+
82.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.20284510010537407,+
83.0,17.0,0,0,1,6.0,8.0,0.75,2.0,1.0,3.0,0.22798066595059077,+
84.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.2916666666666667,+
85.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.2669535732916014,+
87.0,17.0,0,0,0,5.0,11.0,0.45,1.0,0.0,2.0,0.5666666666666667,-
88.0,19.0,0,0,0,8.0,10.0,0.8,1.0,0.0,2.0,0.6031746031746031,-
89.0,10.0,1,0,1,3.0,6.0,0.5,1.0,0.0,2.0,0.23287976249381498,+
91.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.34681372549019607,+
92.0,10.0,1,0,1,2.0,7.0,0.29,1.0,0.0,2.0,0.2340425531914894,+
93.0,14.0,1,0,1,6.0,7.0,0.86,1.0,0.0,2.0,0.21726190476190474,+
94.0,14.0,1,0,1,6.0,7.0,0.86,1.0,0.0,2.0,0.21726190476190474,+
95.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.23287976249381498,+
98.0,18.0,1,0,0,5.0,10.0,0.5,2.0,1.0,3.0,0.3659574468085106,-
100.0,14.0,1,0,1,4.0,7.0,0.57,2.0,1.0,3.0,0.3039906103286385,+
102.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.40336134453781514,+
103.0,11.0,0,0,1,4.0,6.0,0.67,1.0,0.0,2.0,0.2916666666666667,+
104.0,21.0,0,0,1,9.0,10.0,0.9,2.0,0.0,3.0,0.3855072463768116,+
105.0,18.0,1,0,1,7.0,10.0,0.7,1.0,0.0,2.0,0.3855072463768116,+
106.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.33035714285714285,+
107.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.3125,+
109.0,9.0,0,0,1,2.0,6.0,0.33,1.0,0.0,2.0,0.4340425531914894,+
110.0,10.0,1,0,1,5.0,4.0,1.25,1.0,0.0,2.0,0.31884057971014496,+
111.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.3840425531914894,+
112.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.3916666666666666,+
113.0,18.0,1,0,1,5.0,12.0,0.42,1.0,0.0,2.0,0.19093851132686085,+
114.0,9.0,0,0,1,3.0,5.0,0.6,1.0,0.0,2.0,0.4340425531914894,+
115.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.33035714285714285,+
117.0,12.0,1,0,1,3.0,6.0,0.5,2.0,1.0,3.0,0.4666666666666667,+
118.0,12.0,1,0,1,3.0,8.0,0.38,1.0,0.0,2.0,0.33035714285714285,+
119.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.33105022831050224,+
120.0,16.0,1,0,1,5.0,10.0,0.5,1.0,0.0,2.0,0.27142857142857146,+
122.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.3958333333333333,+
123.0,16.0,1,0,1,5.0,8.0,0.62,2.0,1.0,3.0,0.3039906103286385,+
124.0,17.0,0,0,1,6.0,10.0,0.6,1.0,0.0,2.0,0.33333333333333337,+
125.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.4340425531914894,+
126.0,16.0,1,0,1,4.0,9.0,0.44,2.0,1.0,3.0,0.2669535732916014,+
127.0,12.0,1,0,1,4.0,7.0,0.57,1.0,0.0,2.0,0.4673758865248227,+
129.0,13.0,0,0,0,4.0,8.0,0.5,1.0,0.0,2.0,0.5066889632107023,-
130.0,12.0,1,0,1,4.0,5.0,0.8,2.0,1.0,3.0,0.4666666666666667,+
131.0,8.0,1,0,1,2.0,5.0,0.4,1.0,0.0,2.0,0.4340425531914894,+
132.0,17.0,0,0,1,5.0,11.0,0.45,1.0,0.0,2.0,0.5,+
134.0,13.0,0,0,1,6.0,6.0,1.0,1.0,0.0,2.0,0.6022727272727273,+
135.0,8.0,1,0,1,2.0,5.0,0.4,1.0,0.0,2.0,0.4340425531914894,+
136.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.21726190476190474,+
138.0,15.0,0,0,0,4.0,8.0,0.5,2.0,1.0,3.0,0.9095238095238095,-
139.0,25.0,0,0,0,8.0,16.0,0.5,1.0,0.0,2.0,0.6659574468085105,-
140.0,17.0,0,0,0,3.0,11.0,0.27,2.0,1.0,3.0,0.5326241134751772,-
146.0,21.0,0,0,1,7.0,12.0,0.58,2.0,0.0,3.0,0.3855072463768116,+
147.0,14.0,1,0,1,4.0,9.0,0.44,1.0,0.0,2.0,0.39583333333333337,+
148.0,16.0,1,0,1,6.0,9.0,0.67,1.0,0.0,2.0,0.41666666666666663,+
150.0,14.0,1,0,1,6.0,7.0,0.86,1.0,0.0,2.0,0.3125,+
151.0,15.0,0,0,1,4.0,8.0,0.5,2.0,1.0,3.0,0.2669535732916014,+
152.0,13.0,0,0,0,3.0,7.0,0.43,2.0,1.0,3.0,0.6090225563909775,-
153.0,12.0,1,0,1,5.0,6.0,0.83,1.0,0.0,2.0,0.4666666666666667,+
154.0,15.0,0,0,1,6.0,8.0,0.75,1.0,0.0,2.0,0.21726190476190474,+
155.0,17.0,0,0,1,5.0,9.0,0.56,2.0,1.0,3.0,0.5,+
156.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.33105022831050224,+
157.0,18.0,1,0,1,6.0,11.0,0.55,1.0,0.0,2.0,0.19093851132686085,+
158.0,13.0,0,0,1,5.0,7.0,0.71,1.0,0.0,2.0,0.475,+
159.0,14.0,1,0,1,5.0,8.0,0.62,1.0,0.0,2.0,0.4458333333333333,+
161.0,16.0,1,0,1,4.0,11.0,0.36,1.0,0.0,2.0,0.45,+
162.0,11.0,0,0,1,3.0,7.0,0.43,1.0,0.0,2.0,0.23287976249381498,+
163.0,14.0,1,0,1,3.0,8.0,0.38,2.0,1.0,3.0,0.3039906103286385,+
164.0,15.0,0,0,1,5.0,9.0,0.56,1.0,0.0,2.0,0.33105022831050224,+
165.0,13.0,0,0,1,4.0,8.0,0.5,1.0,0.0,2.0,0.45238095238095233,+
166.0,15.0,0,0,1,4.0,10.0,0.4,1.0,0.0,2.0,0.33105022831050224,+
167.0,13.0,0,0,1,5.0,6.0,0.83,2.0,0.0,3.0,0.6272727272727273,+
